0.10312556	0.18779494
0.107985718	0.256468069
0.113074928	0.333117393
0.118403985	0.424257344
0.123984193	0.518223908
0.129827388	0.605503463
0.135945964	0.695152255
0.1423529	0.791194402
0.149061786	0.889578509
0.156086851	0.987338914
0.163442998	1.084750913
0.171145829	1.181214692
0.179211683	1.274461392
0.18765767	1.362618605
0.196501703	1.445593236
0.205762543	1.5240345
0.215459833	1.595994171
0.225614142	1.656362113
0.236247009	1.706967791
0.247380988	1.757525749
0.259039695	1.809226762
0.271247859	1.852199624
0.284031377	1.887961646
0.297417363	1.927480273
0.311434212	1.9751373
0.326111654	2.03232559
0.341480823	2.101928124
0.357574318	2.187023613
0.374426277	2.290120379
0.392072443	2.408583471
0.410550248	2.544987083
0.429898886	2.704999392
0.450159396	2.896153879
0.471374755	3.12887413
0.493589962	3.41215451
0.516852141	3.750138049
0.541210632	4.143079022
0.566717103	4.571150513
0.593425657	4.964033066
0.621392947	5.30200777
0.650678294	5.58055965
0.681343817	5.799802707
0.713454562	5.966882161
0.74707864	6.108246401
0.782287371	6.246834398
0.819155439	6.398376163
0.857761046	6.578485515
0.898186078	6.766945723
0.940516284	6.935157481
0.984841451	7.061491266
1.031255599	7.134459675
1.079857178	7.152749289
1.130749279	7.1243907
1.18403985	7.059615152
1.239841929	6.96114159
1.298273879	6.795859607
1.359459642	6.567751747
1.423529001	6.290452682
1.490617856	5.978612321
1.560868511	5.652835603
1.634429978	5.334040972
1.71145829	5.035744987
1.792116834	4.763300644
1.876576698	4.51508157
1.965017033	4.286452178
2.057625433	4.073520297
2.154598332	3.87515303
2.256141423	3.69216368
2.362470093	3.522976932
2.473809878	3.365365774
2.590396946	3.21667971
2.712478592	3.073435984
2.84031377	2.932036779
2.974173634	2.789508816
3.114342119	2.643780313
3.261116541	2.494935474
3.414808229	2.345170943
3.575743183	2.198146705
3.744262767	2.057952424
3.920724435	1.92601538
4.105502485	1.803368133
4.298988856	1.690340085
4.501593959	1.586299767
4.713747546	1.490221865
4.935899624	1.402876336
5.168521406	1.326940708
5.412106316	1.262552166
5.667171028	1.209105196
5.93425657	1.165729975
6.213929466	1.131429546
6.50678294	1.105313282
6.813438172	1.086908498
7.13454562	1.076555973
7.470786397	1.075287176
7.822873712	1.084001033
8.191554392	1.099396354
8.577610457	1.099813212
8.981860783	1.088905497
9.405162841	1.071210745
9.84841451	1.049570265
10.31255599	1.028263214
10.79857178	1.01597094
11.30749279	1.015889997
11.8403985	1.032051492
12.39841929	1.063759105
12.98273879	1.097408232
13.59459642	1.132249806
14.23529001	1.168880377
14.90617856	1.207640112
15.60868511	1.249727227
16.34429978	1.295610147
17.1145829	1.34321357
17.92116834	1.391325891
18.76576698	1.439354999
19.65017033	1.48686383
20.57625433	1.533770001
21.54598332	1.580450084
22.56141423	1.627710043
23.62470093	1.67676395
24.73809878	1.729514369
25.90396946	1.788659906
27.12478592	1.855477077
28.4031377	1.930656858
29.74173634	2.014368783
31.14342119	2.106249442
32.61116541	2.205381402
34.14808229	2.310202695
35.75743183	2.418738347
37.44262767	2.528978953
39.20724435	2.639391407
41.05502485	2.748904936
42.98988856	2.857186476
45.01593959	2.964764899
47.13747546	3.072993071
49.35899624	3.183783797
51.68521406	3.299677347
54.12106316	3.423596171
56.67171028	3.558366359
59.3425657	3.706478543
62.13929466	3.87302614
65.0678294	4.066518991
68.13438172	4.290032501
71.3454562	4.545842434
74.70786397	4.835827922
78.22873712	5.161582138
81.91554392	5.52447749
85.77610457	5.92571898
89.81860783	6.366749159
94.05162841	6.815061135
98.4841451	7.232679773
103.1255599	7.612509998
107.9857178	7.941341032
113.0749279	8.215496204
118.403985	8.430738031
123.9841929	8.585810785
129.8273879	8.680376179
135.9459642	8.714987638
142.3529001	8.691296933
149.0617856	8.611914716
156.0868511	8.480497949
163.4429978	8.301143255
171.145829	8.073102257
179.2116834	7.802982669
187.6576698	7.498327429
196.5017033	7.166239549
205.7625433	6.8130975
215.4598332	6.44439967
225.6141423	6.064702576
236.2470093	5.677645139
247.3809878	5.286530627
259.0396946	4.89789356
271.2478592	4.517963501
284.031377	4.151067794
297.4173634	3.80010875
311.4342119	3.466966454
326.1116541	3.152776843
341.4808229	2.858132435
357.5743183	2.583114328
374.4262767	2.326550238
392.0724435	2.087794836
410.5502485	1.866349405
429.8988856	1.661858263
450.1593959	1.473949452
471.3747546	1.302171218
493.5899624	1.145977225
516.8521406	1.004720455
541.2106316	0.877669894
566.7171028	0.764039806
593.425657	0.662878238
621.3929466	0.573336999
650.678294	0.494524306
681.3438172	0.425514203
713.454562	0.365352153
747.0786397	0.313088153
782.2873712	0.267812692
819.1554392	0.228677927
857.7610457	0.194895594
